user_id,user_type,session_duration
MPOQZ0HLAO,variation,22.013202317024977
ZFLLAE94E0,control,25.067685376495668
A5R6AKTBF4,variation,35.64838923243177
5IMGZ1L59B,control,32.98192153627181
1YRVGG4FTA,control,27.499073117336945
HU3NINMY5D,variation,14.748927300811438
OKJMU87ZFO,control,27.289647287205913
XTUF7KJVBF,variation,12.04322547334834
ASBY5X14RJ,variation,37.90212160990517
41AHHYVNX1,control,52.999549480613396
1NXPVSU0IR,control,37.36858129387984
4ANKY6GZW6,control,29.089491620052506
NJINOTVV7A,control,19.345636948780857
61M1U7WOGR,variation,20.964223397037678
YO01ON1CFG,variation,16.238036803737476
5AAUW4BS0H,control,33.149298246288176
Q4QQDIVI4E,variation,45.56642683797304
3SHD5HOPSM,variation,27.762396365971192
VQGST5B2SW,control,25.924663512724855
C97KOD0VWE,variation,36.43236309827223
81PUS2U4K6,variation,14.14407729165644
M6B6C7IAEF,variation,25.907424887025254
EB8JH44NZN,control,18.313329235971032
APKRTUSZDZ,control,62.864503046094335
LS1G37ZBTL,control,19.110475162689564
VBXCZLK6S2,variation,19.93140771318289
C73BK17MXH,variation,32.10410442465788
2X3BXRDPEE,variation,17.06546676410155
7YT9H2FV34,variation,16.427474155653883
6750P3BYSY,variation,35.904911573261906
CET2JPP0SB,variation,33.001229439378136
CU1X3JFW2D,control,54.066118003322515
ATKWBEBR3H,variation,10.868840374667197
O8KSYMM7BU,variation,21.976706835888578
B2E3ZYGCLA,variation,39.34478778683259
3RDY9VLMVE,variation,19.434642087323795
207WI1E8C4,variation,14.019969077770941
HTJJY5HQDW,control,31.24583341319559
3HE12947B8,variation,22.204984870183992
PT2JHLDAKX,variation,39.872073287666446
JLBXKQATU6,control,15.370767753741628
2HK9S3ZBQ5,variation,18.208210401451613
R5HGQQ2NGZ,variation,22.106541061281092
KCL7PQ7ZEW,variation,83.53702635610063
FQ7IJV041L,control,17.587756907609503
8SLE1QMR49,variation,8.448795711705428
1R0TM0OHZ7,variation,44.27849882431666
RC7H1ILGU4,control,45.468297129672784
9LLAFOTD9A,control,24.535975147681302
C40P7T0A7H,variation,42.85819235517863
MJ4AUGZX5G,control,21.224969496441684
0DUPGT4L9S,control,17.95194902945971
S7UMWC91SK,control,65.86857379357137
H2WLQ4PY17,variation,58.97393954201116
ZLFK9LW6Q7,variation,25.914029815808608
1T1NI29FLZ,variation,27.79660223115127
LER77VG9OL,control,21.839301421858956
7HH677CBHM,control,23.543131384255975
D18MQAY9XJ,control,20.069543394307015
92J3ZFNM5U,control,40.42987455557368
JZZ9AP86LA,variation,41.73197125833584
QDXIPTWXBS,control,24.365569076087745
YYFFWMB8IY,control,49.90010829310093
WA1WKGC1FA,variation,40.60584555899273
040YWXBPPG,control,7.410752126379009
SX2OLQ3OB0,variation,55.10357522340773
PZBN458Q5U,control,11.427912283199547
AVXFRU61R7,variation,11.282501872852924
2J1WY1S25I,variation,22.972896240211305
7YD7ARLW6D,variation,17.463551058627605
X5AH1WR0HW,control,15.578116754190349
94YTFQBCR1,control,28.72223201483896
N46YUXN6A5,variation,16.81275373229201
7SLF9P7YFL,control,83.30515537133218
CA655055FR,control,21.451310997524885
ZE3HALLDLO,control,31.223347995200484
MLUQNCA36R,control,15.795830310899586
Y7NWC7NWT0,variation,50.29941145011251
60FMHKH6X1,variation,33.733998993595186
WZIF88HUG6,control,19.24946717652881
7TLNLN8S34,control,33.940173165915496
05VJ2T00VC,control,90.80410923726382
TDVLQV43O3,control,45.96791136841084
ORJO6N2QX0,control,36.539371493836576
D7LDWGNX63,variation,8.624787060958155
OCXBRZ7N9F,control,35.388824590273956
2QS0ZE98IE,variation,40.249097757808144
1NNDPUUNZX,variation,41.81164037069699
F0YRBP5TPA,control,31.455297406233928
L5TRQD7UE3,control,40.13789907152607
W4AVHNHYN9,variation,15.339653862289502
6QPKR0VPU8,variation,38.941958444130485
WRXCL742EX,variation,15.108160790076102
0XHCS4NUGZ,variation,20.033216657258272
4A89P3PTNZ,control,18.147069846835556
EMRREPTFYS,control,16.530693662849025
O0CVTA641E,variation,26.99086055900993
7HIQEGNYKK,control,30.341730483943536
M7R7547V7N,variation,50.79831136970764
63QVK5EG7H,variation,39.83845578671839
639I1H7AWZ,control,21.150825478383823
0FUTRGSZ9U,control,53.21912655322309
JT2KNBPZUR,variation,115.04470393821005
MMSCVG9VBI,variation,59.56404830740037
MHHZ6APAJ9,variation,33.446557906545436
GX1YFBBXZ6,variation,18.21279922331148
HD7WL1R1B8,variation,14.161674305502231
B18HS17S5P,control,31.488923277729633
G1Z3XP86WQ,variation,13.686398987248982
RW606KCK7J,control,47.8278395555859
M2KNCZQ9ZV,variation,27.33565418299518
CIXRLAZ3CW,control,15.501757927597732
5OBBYSQD5H,variation,38.085640236226595
KZTM1N37SM,control,25.383051574892622
O16F7QH84P,control,38.835821709293036
RPPQZCX75W,variation,32.228419634456706
9WQJB4DTYO,control,27.051005734149424
OUU12MJ3M2,control,33.39809703839314
8Q376WHH2J,variation,55.56330592893574
4ZODHMV7KO,control,31.305484912371615
X5HQ9IDYRE,variation,68.50509189665317
NG9SN62QO8,variation,10.07715950218382
5MQS4KDSW9,control,29.607693430697765
D7980JUS79,variation,42.163622369807314
9G0DH7U2BN,control,14.562355309188915
SW72WUZB41,control,18.562967000480565
9U7IJGZPR8,control,33.294776636345475
Q96TAUVS4W,variation,81.97722837591036
E0YGOCW1PX,control,11.834202757576792
XT5C4OKSZN,variation,43.892483663814524
TP50SUEW46,variation,26.294945924608065
AVVJR8DMRO,control,42.57836277381019
C3FJFOBULO,control,38.21925131630079
9W2QJ0QZSJ,variation,21.190085868331543
43FHWYLU7Q,control,22.366675385591023
4HTS6DP1MR,control,28.45545270382652
BQGBWUJYGU,control,41.4721475989157
9Z5Y3JO2RH,control,36.128536410467404
2KHP8F6XRC,control,25.580363151819324
7BX17JH1T0,control,14.24760786900964
USCAPA9PJQ,control,14.019790293017671
CGIWDBP6F9,variation,34.94598005983624
1WFS89C6S2,control,81.25309355484563
HOQAJND9M8,variation,24.318899524346993
PGCWI1QIXA,variation,28.66764412360462
PH4G0N88U8,variation,12.313309912144307
PPWOFGEMGN,variation,18.590408215447766
B2CKZ0Y4UT,variation,85.51269507396529
3BBZA6Y760,control,49.60731107839111
C2Z95C1R45,control,23.46467696884156
M7H9DP7YVK,variation,7.237418781902073
05SJ4TCNAQ,control,50.68824004301399
GRZBVCGJRG,variation,17.51180691364652
1T1D63HP1V,control,29.236494205896406
VKZIAPQ722,control,20.40058492420887
GWX6LH3I90,control,36.88916834658918
WJ10H9MNZI,variation,16.659435907566312
XH9S2FDLVL,control,28.955138056412096
SVL2YN4OS7,control,34.74785869673493
T72QBT2LZ7,control,34.41193810416038
0DBLTEDCZO,variation,45.326862896914456
ATRUZYDKAW,control,32.78803709478345
ZQ5TL1DOMU,variation,37.49117819492534
IJ68SDTFM2,control,14.38914017245951
BOPUAEISDF,variation,64.39189769936557
ERCDLJR9N5,control,67.70410696198
Q14HOUJ63D,variation,20.01177219834375
UEQVA752CV,control,10.479742153956334
33NWNS28FD,variation,28.147245076046705
4K9F4N5NTL,control,12.812129651279783
QZB8WYKYUV,control,52.01760459216527
VIUNCKRJKL,variation,29.350048274089417
PA5KSN39OB,control,39.21597825404124
XEP22IVD6S,variation,20.732801328388675
F0V3WSU2XR,variation,33.03150504738425
QM2P9ZFSFW,control,28.035238523716085
ID6MNN1HFW,variation,20.225156283786458
3QH64PD6RN,variation,32.78773347541222
UNDOQ0HEHC,variation,24.774130933251662
E1JGM0IZXJ,control,39.41171991945259
40AAWLX4MG,control,29.526938390026608
84ASRTI60D,variation,16.40734643194633
03IG12DNK5,variation,84.16314518756612
7EOS56WQNU,control,50.68338332266371
KF5QU9AXUK,control,20.062839628780075
JYMHLMSE71,control,45.19345809574766
VAAE8BETQX,control,64.42962666642033
76BKLYDIDX,variation,38.26010787148571
4QRW6POG0D,control,31.193999656880692
9YSFKZ0U6K,variation,19.615758169244803
4K0K659NUK,variation,46.04513048297694
AIY28Z2EW9,control,38.394947912040756
RW7AV20JKX,control,47.94934922524107
BSK0LY0Z4P,variation,58.811675430744266
J5MOB96SGS,control,22.842526510391643
CGLCDG2KTL,control,10.565466442315651
W4U5JY12PY,variation,29.13241658696766
Y77HEUWMZ3,variation,41.75278170582705
PK4B3HBJ7G,control,56.58200693137432
21FWUXIWW6,control,30.266423077843132
TWDYQXTEK2,variation,27.30933855222702
7DYOV25CEM,variation,25.80324401915044
AK1JLUPH1Z,variation,32.63791935848987
GMO9FVPMMR,variation,45.74211338513858
GXST30O3AY,control,28.308548017429647
WXMJZVR7RK,control,29.96030202860648
6MKUJPPM2Y,variation,18.724656082265025
LD5WXY1NVR,variation,48.2866702315916
SHOHW0MYUE,control,33.046362304583575
JUAKLR3Q4C,variation,19.464872782673005
8RNLPFC4XV,control,42.12139453124557
Y8OF3EDXP5,variation,32.38465405707114
MGVXXXTX4H,control,80.56027753497919
9554R7ASST,control,27.689266586712563
RLTO2HAS8F,control,61.12311967553809
WZWYEYSERF,variation,14.368543211165541
98OJWKETIW,control,24.852754891401506
7OO4278EAB,variation,32.82397482351734
FEX2OITXCH,control,28.179312264134218
PE37EXUV3B,variation,11.175814702606862
XYPLEJ2FDZ,variation,51.58282549514797
EMLNP9MBAO,control,24.622842083562674
DM1TXEFQ8R,control,35.78615745225746
AJ9OATCF9T,control,39.58926855072455
0Q6DS1UMYG,control,21.102313178913697
SSOFYIWQA9,variation,16.085587150256426
71PAFXHSWG,control,20.166416909093556
JYZFNIG2IB,control,39.46899685943617
05PIW4H6WM,variation,24.601259253011925
2TJNXJA72I,variation,20.794069992212417
I1HU10JFVO,variation,56.5287954160093
3PAL3YKNTY,control,17.546259384724884
SG4W22BMXZ,control,61.87572003983062
JLMFAA1G5Z,variation,19.58936832022429
Y5S4OR7FWT,variation,19.71209683678749
V18ZLYQKXH,control,25.155867800174942
0YLSA95V6U,variation,15.681650598734874
GN0MZ2UZZA,variation,15.34919709552384
6S4SYJHC2C,variation,15.490671294336327
ZOK2FWRGBD,variation,13.396231514935822
5GTLO4WOHT,control,17.07367300380215
1ZWH1RDPIY,variation,14.505215050467884
U17V4BJJQ5,variation,43.436782585581454
IM7LWT5XGT,variation,22.099439730178535
2YLO17YP2U,variation,23.022517234369122
E699B7579A,control,14.126390416288828
I3X2NQ1YUU,control,31.30102700790591
SAPWSG25N9,variation,28.305313328870756
5EJ2S2TZB7,variation,39.878588914552516
YGBAZ41MXO,variation,22.283724579140543
K42VE1444K,control,16.116970751824162
NVKAA0D6OR,variation,28.315169070198724
LIME7J5QI0,variation,49.78106466704207
G6AHAN11HQ,control,25.298806690439438
5W3MF3GTSG,variation,8.603495210935968
0KN7M1OPOY,control,23.66423539692323
VETDMVMG88,control,26.688577798625406
1NA814EIUV,control,34.1331460579114
Q23XFWT3IE,control,43.797408734749574
VAUGWK2B11,variation,20.766182305422642
1H58P3ECFP,variation,23.311314945122334
4X9DV28MRW,control,15.680788660278733
E517WXCFHQ,variation,23.65992945319194
QPYC6E4P42,control,30.33736631608149
69IXYT8ODD,variation,73.95502407071537
DFUHMJVSQT,control,31.40367081989161
0OG7NV8X7K,variation,13.837777355795472
X2G9GHMTHQ,control,91.0164288608398
1J94LQD1H1,control,30.134030365222706
CMKLETXGAY,control,10.078561591669864
JRAEIIBEG1,control,25.86022430197819
ZSZWKGZP15,variation,22.342598109095047
AGA3M3HW13,control,27.499244803745217
74E1VOYTJQ,control,39.28097748285622
PJ2B7WK90G,variation,33.01195208364842
G3P7QPYVTW,variation,18.916840181231642
HT6HALAYDJ,variation,24.647671263915374
2YMOKAHLJC,variation,16.855420666815274
8QQAAWMUQH,variation,56.74475820221471
887PD25HI0,variation,42.09083342427757
XYMUG9ZACR,control,16.734522418541452
MVS2FJS1FC,control,39.92670089263865
M75PA5VRXN,control,20.315068399390373
EJRKT8Z00Y,control,39.74327301389156
2YXH3YG200,control,26.033484868851144
BSKEOTO0Y9,control,36.795329472779564
BGQVEBPI5B,control,29.04966737508811
8P8LYTLJK8,variation,93.65612866719604
OQSQ2TMM1S,variation,22.73791540865596
FZ10SQ5OVG,control,24.317630033433577
NHW1N530MJ,variation,18.651581107645058
ZWBYN4E94W,variation,38.54877973364375
U1GAUB3IX7,variation,31.83536563482305
YG2JD80M6V,control,40.13005704768335
4DIBNOF4WM,variation,54.4578720340442
8SH8Z6JO15,variation,26.45942028866729
TLDIJ0XJYG,variation,16.10694286533637
NB9UE3DTNP,variation,36.82719993843417
RK2L5GNTOE,control,34.69541973489147
1ICVIPSWR2,control,32.99192008612001
L8FSI9BT2N,variation,41.8098247221887
0MFQXSOREB,control,38.89837156500698
O5M7ZUT1R5,control,6.869586717450967
5OBYTTNWKM,control,10.713881051312596
F7GWHYEOSF,control,27.393333146511875
YHLM3NYTID,control,20.34660885581376
C1BTQRF012,variation,23.548390331797115
DAKG3LDUMM,control,16.42037469055105
6JKRARCOSW,control,25.486100056919224
3IKWYEIX36,variation,19.694582517960267
VOR7K9SDK0,variation,26.234618166908575
VJQUVFBU2C,control,65.9959854262317
L3M1UJKUBK,control,50.13191202784604
1IB7H1O1PO,variation,21.751062077030717
V2WIJRMEMQ,control,26.688183087029852
5WOCBKA1MW,control,22.55272958123568
WBYALOLW8V,control,19.277258799450692
HVPATFNWIN,control,32.19309043975009
C53O2OHU5U,control,32.52154826767549
G6C4IKNGZW,variation,21.782845499295664
EMEIQTF78P,control,29.226463784329173
JPCW7BZ6TA,control,19.554391385788517
UD8Q6MM20K,variation,43.78219718926521
CETXZ135XO,control,41.863544827172085
KOBR7T42RU,variation,55.35706188941337
NPYKX1AMJP,variation,35.54138853167269
0KZ3O9SSM1,control,36.40208594115963
1R2N29E8ZG,control,33.480477654257314
07K8ENTTHF,control,9.448042740623425
91QSSF61UP,control,36.03858782333714
S7WRTG5POP,control,31.7650050129015
LX3T6JHIDF,control,19.39397886079079
QTDJ8A9QGF,control,40.73887092321939
X4119C6SRE,control,16.413633538317104
S2UZ85SCE8,control,53.263233678643736
5QBLULQADB,variation,20.646830779175083
ZYFWX0TNPV,variation,45.43031501842354
CIJ89KDFNR,variation,42.368510133367046
XFIOQVXQ6E,variation,11.979915168460112
GSRC4PABDF,variation,18.85328894661016
V68LJJMRNN,variation,31.670136773858502
G23PC0UHVK,variation,18.87567477513163
MZT07SSYDY,variation,34.57620684747846
X8SC9R82PU,variation,22.118881681137346
NZ1RAY5YWP,variation,15.956557492226302
6WKPYINDVF,variation,33.916582492585896
U3XWO70D17,control,19.266744502216703
JS0Z0SZ6VT,control,12.860510667323682
F9WPUL0H24,control,18.248294179686503
HF4XZX0T7S,variation,43.14187387237128
A5KHJED59H,variation,37.24287101097969
85I7H7F9HL,variation,23.981481783671736
KV9MG8VPGN,variation,47.45133700169836
JA1UOTRIBR,variation,36.712979466552085
TPWZXBUDX5,variation,22.799690234854097
U5EDOMNBB9,variation,13.238987079385666
FDWHZ7LB4K,variation,33.28447147161566
EXEAVWPV5U,control,25.90783745897585
HJMGDURC8T,variation,122.25770744724575
JZ7EUI64T3,control,25.778437381418602
HV4KYIAPTL,variation,30.675310613485323
GBQLLB74H5,variation,36.88875745763829
D7FWHLFF7I,variation,23.500535516139916
RM367E039E,variation,34.10449576965253
9T8AIXMKY8,variation,18.196508041234416
CSEWC3OEFW,variation,56.11361973935437
UN066ZLQ71,control,29.242878417744134
MBBY9OMIHT,variation,22.75315464848484
GB4T5AEMQP,control,21.15101184431276
JG6WSYNG0H,variation,27.07545673068577
7FHSNQHCV6,variation,31.43235324259297
KJP1GKRPFI,control,23.2298194413436
JCLZ07H4QJ,control,47.08235505016865
LL0AZ3SU16,variation,48.82530531589735
P8HRPY0AS4,control,24.263170064629357
LWWYKSEV1I,variation,46.6139356648302
1KF2K2G15R,control,34.4401924091299
A2H9YAWZMV,variation,27.68400644446603
4CGA6L1M9R,variation,23.557038839948483
5MINUGSMV7,control,60.202840864602194
HY9K7H2APM,variation,35.75315171149257
UZHARSC38D,control,26.580703352460098
K0YWINK3CQ,variation,20.153022152501336
TK5895PCBF,control,50.69149308910987
8QQ04B2WCN,control,43.07576530871227
3IUT423GC8,control,40.22567013285478
GATGCLA7MY,variation,110.96340877052212
IG8LQ5DWF8,variation,19.5524526460688
QZ8OLQRQ8H,control,34.60623772996712
P6Y2OA5H0E,variation,32.67375203532696
R0UYRXE8TQ,control,29.89818295260205
4ZIMJF8DEE,variation,47.50994324005894
789MGGTSBT,variation,17.00481064709161
N850C7YE59,variation,36.89230752581669
LI0HZ57KJD,control,17.87951968520864
F1LKNWDVXI,variation,23.57292004873189
9VLNXABJ9L,control,24.289285756452415
AO02WN7BH9,control,19.293121067321938
4I8I8TU8BY,control,100.97182021108392
3NKOZL3M4F,control,30.00010674154418
TN2Y5U9ZTY,variation,62.95543079932121
WXK78XL31A,variation,48.327311708786226
05T37XYLF6,control,36.61193949006748
7HT74RIKV2,variation,14.48648441900761
K2WFEWMF50,variation,25.339735797676948
Q33K0UC3KH,control,60.30393827184948
DXIJAD2VYB,control,11.220502227113613
0Y84317YEJ,control,38.477562996046935
VKRQOQBXV0,control,36.161465736479904
NEBB23HF4C,control,11.84618072510538
8RBE4RADKX,variation,24.404158086326373
TGY1OD58PI,control,22.46595262178027
DSGTWJTYVE,variation,21.716242789912194
VD8DBI2P8C,variation,13.918935780825514
E5NNGYCQED,control,21.324071199216828
ZH3LS5TACU,variation,35.00168445675117
HV455FNZ5B,variation,16.51217527583954
KLKK1KIK30,control,19.59727628039766
127FZPVL14,variation,41.349019939198115
LH0BKJG8QJ,control,27.031292677049475
RAFR38J2IU,control,27.740749833881125
OSJFMIG65L,control,35.56572816543012
YZ225K5RVK,control,51.31266362269514
PMIRVQ5OYS,variation,35.856060679610806
LG3TNYK3HG,variation,33.504665985807854
GH0TVMASQ5,variation,25.431750794371247
QRMRZ573HK,control,20.58036396450807
P8D2KY766X,variation,23.55610971581326
S2UZ3SSBQD,control,52.953906409683285
R9O4120S9H,variation,48.11534920109864
C7V70FH2A1,variation,49.26595809991473
RMV64W3ZE6,control,39.10262804365389
YZAVMMCB2I,control,29.740723011063878
GV10CX2TAA,variation,24.588468483539597
FF8OG5GUH7,control,32.59166014474315
LHT5KJZYW5,control,32.24218260615581
6CE637WGK9,control,20.036197733428953
YWYW3YJDRR,control,39.26764148690063
RS0BF59JCW,variation,15.110271873797833
YFXTMLO0YR,variation,33.05404521095026
7QEL9JM53Q,control,26.25389608396094
DSBVRG5Y6K,variation,68.06703501549417
VIMK7Y299P,control,26.175905363492248
ERJV3TMU7E,variation,27.203674466847247
K45I4JU5NK,variation,20.901992834554747
BX5RDPEUBD,control,20.87586916274266
F6TIACQB5R,variation,25.52568466147255
TRK432TGRS,variation,34.19957266729937
B5157TV3TH,control,33.18669120818263
T7QYO48EO3,control,44.097765953016726
DZ4KOXWIU5,variation,24.363610525139077
VZKFXIN5LN,variation,18.01895400470498
9H6LM24IEO,variation,31.24159730797513
A7E6ZKYVB8,control,72.12650133372942
497AIT8VP2,variation,20.862122080862946
JNK31V91HV,control,21.06186930348927
6WX1PGWWGZ,control,13.771476150003789
40TZLHJYH6,control,12.436245412362304
8BSCQ8RYCV,control,31.766813023551013
PG0WXHZCAH,control,45.53745675981602
6S740LCB8Q,control,33.517036603488954
88QS2DW7DT,variation,30.761718350720326
5WL7XD2Z3A,variation,55.488728373500805
BI260N5F94,control,28.046981419926265
CTV71IULQ9,control,55.449479564913254
XZMZK5FLVV,control,22.391770058533673
U6MZVMZHS1,variation,42.318855483910696
1W9DQM8LXJ,control,72.82243969473555
G1OCK7E8QP,variation,31.14341672862238
QJQ1V96Y3L,control,72.54902300515899
CLLTM2DXXB,variation,37.09470963980009
3JU517W2RR,variation,48.12548473964916
YN9A8BL9OA,variation,40.79908577639051
S4Q5FCBK8Y,control,30.71563361215243
I2JEPJSTWP,control,28.72811336604392
5TIDOPANMD,variation,20.24286132984457
B1L864XMXZ,variation,23.811130113525472
72Y4P7ATUT,variation,19.21062458127949
8NTQ0XE1X5,control,21.977380094620223
C31FQK14IW,control,32.07199831477753
GDKK2EOLFG,variation,16.118581542589684
WPRCS80R8T,variation,30.448126238696265
XTDYP9GZ95,variation,65.09737078631699
QP3EOK7N85,variation,19.77770787114252
L8DS20DBS9,variation,34.164654183307114
HT2HGBHTSR,variation,22.894649093299485
RVDG51YMI1,control,27.203490908774622
6DR4RY144C,control,17.463824333069123
O4QZLINMOO,control,39.89342532828147
KMA4OWV3EW,control,38.68003254678346
LESIOVBBLO,variation,36.923610447674
5MD6357UKB,variation,35.11281930384224
759FRWUR32,variation,18.653811790643285
N331UOQLGW,control,28.74143768171902
FGFHTOIAGM,variation,44.43896836157403
RYM86U1HKZ,control,28.154944498157544
DR35ZM0GTK,control,12.387310682623742
28IC8035MG,control,31.09538443616159
RFLS2P7L4O,control,24.944961051610807
4V8L45RN4Q,variation,19.743542818449235
HPU5LC20LM,control,25.721232767480856
NHT0F4T9D3,control,27.618894632317343
Q1HMCN8SXO,variation,28.48155829934876
KXYZOB8G1Y,control,27.38608161949614
UOIMOAWNH8,variation,50.97778418429751
IZ6KQWY81O,control,80.00803326793032
60EVWDIVVX,variation,18.737947829935283
VMMHF8DLU1,variation,24.658532051697527
9UPHCGFBKW,control,71.86065668455281
YENBZBL4QV,variation,27.31727985139611
VRGZ4Q0BSE,variation,25.833773801238532
ZQS2GY10MI,variation,50.55983639337651
P77KMLHF5B,control,31.46083234485597
W8XM63Y7TN,control,30.63777467037706
G816L6YEFA,control,28.245226226526984
T7E6D3ML5W,variation,24.417150977081846
CAK7C3LXX8,variation,49.03190501754279
T27XJ5UD50,variation,12.861166621340514
N6HGHBYR7X,variation,37.34895811310456
MB4MEW9L7W,variation,42.18071724166428
OOYFZKP7GO,variation,38.73013561061767
LFPMFFWNKI,control,23.259974205055936
7JNEUIA9FR,variation,10.544085868459753
K13KN6HTTW,variation,94.89415153372076
UIARLSVOIO,variation,49.25885783797191
YYJF3KICRS,control,32.49988360758554
91UZTY13CX,control,23.512318544588208
A3WTNFIK43,control,20.338539267561313
CJFLEE6576,variation,24.20806359424696
OK83U0LJIO,variation,23.024983893140696
LT01C0DI7G,control,21.655592496623306
7WPE8UBU2N,variation,28.07772647741003
3NQ6147X57,variation,34.974890115208126
1DC6KEM6N3,control,43.16227637417248
6B3QKX5K2V,control,36.36990568586808
XJOQHMGQGH,control,18.98160048952747
NU3PCEBG06,control,13.957091161531112
UIBS4XG0C7,control,33.34808450016669
YZD4P1L2KL,variation,33.60002839296006
BHSM2TXPP4,control,30.928010058481096
7STCPRXWFR,variation,29.408982230610313
QHEPQ60MFV,control,25.068245316876204
UG693FEMN4,control,12.183510693704944
SWG78SW5UN,variation,11.69076172530486
6Y4UP3JQR0,control,25.07456997759592
OPR1N9MTZT,variation,53.08099862156656
CJ6JDL87YW,control,65.49703434479179
UKAE2FMEEV,variation,50.94641756886917
N8XQLVDKHP,control,39.02525228356649
19EEOYQGJS,variation,26.39130256857698
FM465IEHS2,variation,39.04860101428801
PL6C5S8VOC,variation,13.60320884829622
FTLGVM8KSE,control,37.78208245550548
2RD73DKMC4,variation,39.809693955118405
SA6PL5TICZ,variation,25.030153531629743
0HPQRX4K14,variation,17.167427286608913
JG78PAPJU8,control,24.453435532792103
OBH1ALXJMJ,variation,27.76659254893421
GF8TR7JTLQ,control,33.610514314525275
8664KOH5NT,control,32.653065066736076
SSKAWQWEHM,variation,28.051590349205533
U9DCAI132D,control,26.728937328983683
J0O5QTQQOX,control,17.401583170265592
UTISSJYK5P,variation,95.47116948919884
TSLH4HZ9HC,variation,38.42606527796228
FU6CW9Y6P0,control,19.595443297145877
12INHBOGHL,control,13.382550338838767
AVHTHS08DG,control,32.87344642699108
T9O8TJDR0H,control,64.43667959805232
ICD8IXCRJX,variation,25.731441716723854
IIIM545O91,control,43.23036601941398
UZUMCCS4ZQ,control,11.820734842740587
ROMT2PRPUS,variation,23.083215803044688
